技能组件表,,,,,,,,,,,,,,,,,,,,,,,,
int|key,int,str|useless,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,str|useless,str,int,str,str
344,73,土坑,34,0,175,40,0,0,0,0,0,0,0,1092,1000,1,0,300,0,-1,-1,-1,-1,-1
344,74,土坑,34,0,-122,-112,0,0,0,0,0,0,0,956,1000,1,0,300,0,-1,-1,-1,-1,-1
346,0,夜叉刀光,1464,0,-3,66,0,0,0,0,0,0,1,500,-1,1,0,0,0,-1,scaleX:2/scaleY:3.4,-1,-1,-1
346,1,夜叉刀光,1464,0,-3,66,0,0,0,0,0,0,1,530,-1,1,0,0,0,-1,scaleX:2/scaleY:3.4,-1,-1,-1
346,2,夜叉刀光,1464,0,-3,66,0,0,0,0,0,0,1,560,-1,1,0,0,0,-1,scaleX:2/scaleY:3.4,-1,-1,-1
346,3,夜叉刀光,1464,0,-3,66,0,0,0,0,0,0,1,590,-1,1,0,0,0,-1,scaleX:2/scaleY:3.4,-1,-1,-1
346,4,夜叉刀光,1466,0,-3,66,0,0,0,0,0,0,1,1200,-1,1,0,0,0,-1,scaleX:2/scaleY:2.7,-1,-1,-1
346,5,夜叉刀光,1466,0,-3,66,0,0,0,0,0,0,1,1230,-1,1,0,0,0,-1,scaleX:2/scaleY:2.7,-1,-1,-1
346,6,夜叉刀光,1466,0,-3,66,0,0,0,0,0,0,1,1260,-1,1,0,0,0,-1,scaleX:2/scaleY:2.7,-1,-1,-1
346,7,夜叉刀光,1466,0,-3,66,0,0,0,0,0,0,1,1290,-1,1,0,0,0,-1,scaleX:2/scaleY:2.7,-1,-1,-1
829,0,动作专用,999,1,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,0,-1,-1,-1,attack|1|12,-1
829,1,预警光圈,1686,0,0,100,0,0,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
829,2,预警光圈,1686,0,110,33,0,0,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
829,3,预警光圈,1686,0,69,-82,0,0,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
829,4,预警光圈,1686,0,-69,-82,0,0,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
829,5,预警光圈,1686,0,-110,33,0,0,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
829,6,妖灵9地面,1648,0,0,100,0,0,0,0,0,0,1,1200,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.52/scaleY:0.52,-1,-1,-1
829,7,妖灵9地面,1648,0,110,33,0,0,0,0,0,0,1,1230,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.52/scaleY:0.52,-1,-1,-1
829,8,妖灵9地面,1648,0,69,-82,0,0,0,0,0,0,1,1260,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.52/scaleY:0.52,-1,-1,-1
829,9,妖灵9地面,1648,0,-69,-82,0,0,0,0,0,0,1,1290,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.52/scaleY:0.52,-1,-1,-1
829,10,妖灵9地面,1648,0,-110,33,0,0,0,0,0,0,1,1320,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.52/scaleY:0.52,-1,-1,-1
829,11,妖灵9能量球（循环）,1646,0,0,100,0,0,0,0,0,0,0,1300,1050,1,0,0,0,-1,directionRotation:1/scaleX:0.52/scaleY:0.52|directionRotation:1/controlMC:0/time:0.73/y:125/ease:Back.easeOut,-1,-1,-1
829,12,妖灵9能量球（循环）,1646,0,110,33,0,0,0,0,0,0,0,1400,1050,1,0,0,0,-1,directionRotation:1/scaleX:-0.52/scaleY:-0.52|directionRotation:1/controlMC:0/time:0.73/y:125/ease:Back.easeOut,-1,-1,-1
829,13,妖灵9能量球（循环）,1646,0,69,-82,0,0,0,0,0,0,0,1430,1050,1,0,0,0,-1,directionRotation:1/scaleX:-0.52/scaleY:0.52|directionRotation:1/controlMC:0/time:0.73/y:125/ease:Back.easeOut,-1,-1,-1
829,14,妖灵9能量球（循环）,1646,0,-69,-82,0,0,0,0,0,0,0,1460,1050,1,0,0,0,-1,directionRotation:1/scaleX:0.52/scaleY:-0.52|directionRotation:1/controlMC:0/time:0.73/y:125/ease:Back.easeOut,-1,-1,-1
829,15,妖灵9能量球（循环）,1646,0,-110,33,0,0,0,0,0,0,0,1490,1050,1,0,0,0,-1,directionRotation:1/scaleX:-0.52/scaleY:-0.52|directionRotation:1/controlMC:0/time:0.73/y:125/ease:Back.easeOut,-1,attack|1|12,-1
831,0,动作专用,999,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,-1,-1,attack|1|12,-1
831,1,预警光圈,1686,0,-105,50,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
831,2,预警光圈,1686,0,90,-55,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
831,3,预警光圈,1686,0,-147,-80,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
831,4,预警光圈,1686,0,-37,-70,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
831,5,预警光圈,1686,0,114,25,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
831,6,预警光圈,1686,0,16,12,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
831,7,预警光圈,1686,0,234,-112,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
831,8,预警光圈,1686,0,-242,-23,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
831,9,预警光圈,1686,0,-64,-44,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
831,10,预警光圈,1686,0,200,68,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.4/scaleY:0.4|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
831,11,妖灵长枪,1559,0,-105,50,0,1,0,0,0,0,0,1200,600,1,0,500,-1,-1,directionRotation:1/x:-185/y:600/rotation:-20/scaleX:0.6/scaleY:0.6|directionRotation:1/y:-485/x:150/time:0.16,-1,-1,-1
831,12,摩呼罗迦地裂1,1453,0,-105,50,0,1,0,0,0,0,1,1300,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.41/scaleY:0.41,-1,-1,-1
831,13,妖灵长枪,1566,0,90,-55,0,1,0,0,0,0,0,1500,600,1,0,500,-1,-1,directionRotation:1/x:-100/y:600/rotation:-10/scaleX:0.8/scaleY:0.8|directionRotation:1/y:-450/x:75/time:0.16,-1,-1,-1
831,14,摩呼罗迦地裂1,1453,0,90,-55,0,1,0,0,0,0,1,1600,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.40/scaleY:0.40,-1,-1,-1
831,15,妖灵长枪,1566,0,-147,-80,0,1,0,0,0,0,0,1250,600,1,0,500,-1,-1,directionRotation:1/x:207/y:600/rotation:20/scaleX:0.7/scaleY:0.7|directionRotation:1/y:-465/x:-160/time:0.16,-1,-1,-1
831,16,摩呼罗迦地裂1,1453,0,-147,-80,0,1,0,0,0,0,1,1350,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.37/scaleY:0.37,-1,-1,-1
831,17,妖灵长枪,1566,0,-37,-70,0,1,0,0,0,0,0,1300,600,1,0,500,-1,-1,directionRotation:1/x:107/y:600/rotation:10/scaleX:0.65/scaleY:0.65|directionRotation:1/y:-450/x:-75/time:0.16,-1,-1,-1
831,18,摩呼罗迦地裂1,1453,0,-37,-70,0,1,0,0,0,0,1,1400,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.35/scaleY:0.35,-1,-1,-1
831,19,妖灵长枪,1559,0,114,25,0,1,0,0,0,0,0,1350,600,1,0,500,-1,-1,directionRotation:1/x:-354/y:600/rotation:-30/scaleX:0.6/scaleY:0.6|directionRotation:1/y:-500/x:292/time:0.16,-1,-1,-1
831,20,摩呼罗迦地裂1,1453,0,114,25,0,1,0,0,0,0,1,1450,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.35/scaleY:0.35,-1,-1,-1
831,21,妖灵长枪,1559,0,16,12,0,1,0,0,0,0,0,1400,600,1,0,500,-1,-1,directionRotation:1/x:354/y:600/rotation:30/scaleX:0.6/scaleY:0.6|directionRotation:1/y:-500/x:-292/time:0.16,-1,-1,-1
831,22,摩呼罗迦地裂1,1453,0,16,12,0,1,0,0,0,0,1,1500,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.35/scaleY:0.35,-1,-1,-1
831,23,妖灵长枪,1566,0,234,-112,0,1,0,0,0,0,0,1600,600,1,0,500,-1,-1,directionRotation:1/x:-100/y:600/rotation:-10/scaleX:0.8/scaleY:0.8|directionRotation:1/y:-450/x:75/time:0.16,-1,-1,-1
831,24,摩呼罗迦地裂1,1453,0,234,-112,0,1,0,0,0,0,1,1700,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.40/scaleY:0.40,-1,-1,-1
831,25,妖灵长枪,1566,0,-242,-23,0,1,0,0,0,0,0,1550,600,1,0,500,-1,-1,directionRotation:1/x:207/y:600/rotation:20/scaleX:0.7/scaleY:0.7|directionRotation:1/y:-465/x:-160/time:0.16,-1,-1,-1
831,26,摩呼罗迦地裂1,1453,0,-242,-23,0,1,0,0,0,0,1,1650,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.37/scaleY:0.37,-1,-1,-1
831,27,妖灵长枪,1566,0,-64,-44,0,1,0,0,0,0,0,1150,600,1,0,500,-1,-1,directionRotation:1/x:107/y:600/rotation:10/scaleX:0.65/scaleY:0.65|directionRotation:1/y:-450/x:-75/time:0.16,-1,-1,-1
831,28,摩呼罗迦地裂1,1453,0,-64,-44,0,1,0,0,0,0,1,1250,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.35/scaleY:0.35,-1,-1,-1
831,29,妖灵长枪,1559,0,200,68,0,1,0,0,0,0,0,1450,600,1,0,500,-1,-1,directionRotation:1/x:-354/y:600/rotation:-30/scaleX:0.6/scaleY:0.6|directionRotation:1/y:-500/x:292/time:0.16,-1,-1,-1
831,30,摩呼罗迦地裂1,1453,0,200,68,0,1,0,0,0,0,1,1550,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.35/scaleY:0.35,-1,-1,-1
832,0,动作专用,999,1,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,0,-1,-1,-1,attack|1|12,-1
832,1,预警光圈,1686,0,0,-10,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.9/scaleY:0.9|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
832,2,预警光圈,1686,0,120,60,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.9/scaleY:0.9|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
832,3,预警光圈,1686,0,120,-80,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.9/scaleY:0.9|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
832,4,预警光圈,1686,0,-120,60,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.9/scaleY:0.9|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
832,5,预警光圈,1686,0,-120,-60,0,1,0,0,0,0,0,0,1000,-1,500,500,-1,-1,alpha:1/scaleX:0.9/scaleY:0.9|scaleX:1.2/scaleY:1.2/time:0.2,-1,-1,-1
832,6,妖灵12闪电,1641,0,0,40,0,1,0,0,0,0,1,1200,-1,1,0,0,0,-1,directionRotation:1/directionPos:1/scaleX:0.97/scaleY:0.97,-1,-1,-1
832,7,妖灵12闪电,1641,0,120,110,0,1,0,0,0,0,1,1500,-1,1,0,0,0,-1,directionRotation:1/directionPos:1/scaleX:0.97/scaleY:0.97,-1,-1,-1
832,8,妖灵12闪电,1641,0,120,-30,0,1,0,0,0,0,1,1950,-1,1,0,0,0,-1,directionRotation:1/directionPos:1/scaleX:0.97/scaleY:0.97,-1,-1,-1
832,9,妖灵12闪电,1641,0,-120,110,0,1,0,0,0,0,1,1800,-1,1,0,0,0,-1,directionRotation:1/directionPos:1/scaleX:0.97/scaleY:0.97,-1,-1,-1
832,10,妖灵12闪电,1641,0,-120,-30,0,1,0,0,0,0,1,1650,-1,1,0,0,0,-1,directionRotation:1/directionPos:1/scaleX:0.97/scaleY:0.97,-1,-1,-1
1003,0,1003聚气,1633,3,0,130,0,0,0,0,0,0,1,100,-1,-1,0,0,0,-1,-1,-1,-1,-1
1003,1,1003刀光,1634,3,200,170,0,0,0,0,0,0,1,600,-1,-1,0,0,0,-1,-1,-1,-1,-1
6023,0,死亡领主,999,3,0,0,0,0,0,0,0,0,0,0,500,1,0,0,-1,-1,-1,-1,attack|1|12,-1
6023,1,死亡领主地面（小BOSS技能）,1738,3,0,70,0,0,0,0,0,0,1,0,-1,1,0,0,-1,-1,-1,-1,-1,-1
6024,0,动作专用,999,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,-1,-1,attack|1|6,-1
6024,1,预警扇形,2537,3,450,-25,0,1,1,0,0,0,0,0,1000,1,200,300,-1,-1,scaleX:2.2/scaleY:1,-1,-1,-1
6024,2,妖灵4地面效果,1581,0,260,166,0,1,0,0,0,0,1,1700,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.53/scaleY:0.53,-1,-1,-1
6024,3,妖灵4地面效果,1581,0,325,73,0,1,0,0,0,0,1,1700,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.53/scaleY:0.53,-1,-1,-1
6024,4,妖灵4地面效果,1581,0,325,-21,0,1,0,0,0,0,1,1700,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.53/scaleY:0.53,-1,-1,-1
6024,5,妖灵4地面效果,1581,0,260,-114,0,1,0,0,0,0,1,1700,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.53/scaleY:0.53,-1,-1,-1
6024,6,妖灵4地面效果,1581,0,143,115,0,1,0,0,0,0,1,1450,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.47/scaleY:0.47,-1,-1,-1
6024,7,妖灵4地面效果,1581,0,195,26,0,1,0,0,0,0,1,1450,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.47/scaleY:0.47,-1,-1,-1
6024,8,妖灵4地面效果,1581,0,143,-63,0,1,0,0,0,0,1,1450,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.47/scaleY:0.47,-1,-1,-1
6024,9,妖灵4地面效果,1581,0,78,77,0,1,0,0,0,0,1,1200,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.43/scaleY:0.43,-1,-1,-1
6024,10,妖灵4地面效果,1581,0,78,-25,0,1,0,0,0,0,1,1200,-1,1,0,0,0,-1,directionRotation:1/scaleX:0.43/scaleY:0.43,-1,-1,-1
